7844,Sports Presenter,Intern,Intern,Summer Associate,Assistant Head,Associate Product Manager,,,,,,,,,,,,,,
7845,Account Executive,Account Manager,Principal Consultant,"Consultant, Account Director (initiatives)","Agency Director, Co-Partner","Vice President, Digital Strategy (Greater China)",Tide  (Secondment),"Vice President, Head of Digital Strategy & Creative",Head Of Digital,,,,,,,,,,,
7846,Admin clerk,Secretary of General manager,Secretary of Managing Director,Customer Service,Merchandising and Purchase Manager,Senior Merchandiser,Senior Merchandiser,Sourcing and purchase Oversea Manager,Purchasing Manager,,,,,,,,,,,
7847,Sales Manager,Sales Manager,Sales Manager,Sales Manager,Sales Manager,Sales Manager,,,,,,,,,,,,,,
7848,Language Resource Center Representative,Account Management Intern,Executive & Int'l Co-Productions Dept. Intern,Web Editor and Digital Media Intern,Assistant Account Executive,Account Executive,Account Supervisor,Account Manager,Senior Account Supervisor,Associate Account Director,,,,,,,,,,
7849,Associate Lecturer,Lecturer,Assistant Professor,Senior Lecturer,Associate Professor,,,,,,,,,,,,,,,
7850,Senior Service Crew (Part Time),Assistant Service Engineer (Internship),Technical Specialist,,,,,,,,,,,,,,,,,
7851,Regional Risk Analyst,Senior Executive Officer (Public Relations/Branding),Business Development Manager,Japan Sales Lead (North Asia & Greater China),"Business Development Manager, Japan & South Korea",Founder,"Head Of Sales, Consumer Southeast Asia",,,,,,,,,,,,,
7852,Managing Director,CEO & Co-Founder,Community Growth Evangelist,Data Science Intern,Partner,Data Analytics & Automation Intern,Head of Corporate Strategy,"Data Modelling, Cloud Integration",,,,,,,,,,,,
7853,Assistant Sales Engineer,Routing Executive,Sales Manager,Business Support Officer,Product Development Executive,Product Development Executive,Product Development Executive,Product Development Executive ,  ,,,,,,,,,,,
7854,graphic designer,peanut gallery,art director,sr graphic designer,regional art director,consumer cultures director,consumer trends + insights director,greater china basketball + jordan merchandising director > footwear + apparel,,,,,,,,,,,,
7855,BSc (Hons) Student,Front Office Trainee,Butler,Senior Butler,Hotel Manager,,,,,,,,,,,,,,,
7856,Systems Integration Manager (Engineering Manager),Systems Assurance Manager,"Manager, Escalators and Trav-o-lators",International Business Operations Manager,"JP Associates, LLC",Senior Project Consultant,Director,Product Development Manager,,,,,,,,,,,,
7857,Managing Director - Interim CFO/Global Consulting/Venture Capital Startups & VC Funds,Director Private Equity / Venture Capital / CFO - Toronto/Chicago/Dallas/New York,Director/Board Member @ BullGuard Internet & Dojo Internet-of-Things Security - London/Bucharest,Director/Board Member @ BullGuard,Director / Board Member,"Celestial - Venture Capital Investment in Media Lario - Milan Area, Italy","Celestial - Venture Capital Investment in D-Wave Quantum Computers - Vancouver, Canada",Venture Capital / CFO / Toronto / Chicago / Dallas / New York,,,,,,,,,,,,
7858,Managing Director,General manager for marketing department,PRESIDENT,deputy GM,"Assistant to President, gm for strategy and planning",,,,,,,,,,,,,,,
7859,International Programs Liaison / Tour Leader & Developer for Global Study Tour / English Instructor,Test Prep Instructor,Customer Service Manager / Tourism Analyst,Business Development Manager / Instructor,,,,,,,,,,,,,,,,
7860,Commercial Director,Owner,Indonesia Master Franchisee,Director,President Director,,,,,,,,,,,,,,,
7861,Sales & Marketing Manager,Physical Commodity Trader,Commodity Trader,Grains & Fertiliser Trader,Senior Trader *Grains/General Commodities - Asia*,Commodity Manager,,,,,,,,,,,,,,
7862,Naval Officer,Sales Manager,Director / General Manager,General Manager,Vice President,Vice President,Deputy General Manager,,,,,,,,,,,,,
7863,Intern,Intern,Assistant Manager,Global Staff Training,Manager - Minerals & Metals Division,,,,,,,,,,,,,,,
7864,"Telecom Project Manager, Asia-Pacific Region",SAP R3 Global Concept Owner/ Project Manager - FSP Architecture,Sales & Marketing VP,"vice president, Asia & Africa Teams (Head), Maritime, Logistics, ICT, Industrial, eLearning","CEO (parttime contract), Factory COO, Head of Architectural & Designers' Division",,,,,,,,,,,,,,,
7865,Director,Co-Founder,Community Manager,Senior Manager of Business Strategy,,,,,,,,,,,,,,,,
7866,Country Marketing Support,Regional Sourcing Officer,Senior International Sales Manager,Commercial Manager,Sales Director,Sales and Marketing Director,,,,,,,,,,,,,,
7867,Project Coordinator,Environmental Advisor,Researcher-Climate Change and Environment,Assistant Scientific Investigator,Environmental Officer/ Researcher,Environmental Project Officer ,Director,Executive General Manager,Executive Managing Partner,,,,,,,,,,,
7868,"School Director, Singapore","Sales Director, Education and Publishing, Asia Pacific","Managing Director, SE Asia","Business Development Director, SEA","Regional Sales Director, APAC","Client Services Director, APAC","Regional Business Director, APAC",,,,,,,,,,,,,
7869,Refinery Technician Trainee,Insurance Agent / Trainer,Director / Compliance Officer,Personal Finance - Counsellor / Educator,,,,,,,,,,,,,,,,
7870,QE,Purchasing & QA Manager,"Asian Supplier Management, Sourcing, Supply Chain Management",,,,,,,,,,,,,,,,,
7871,Assistant Researcher,Faculty Member/Instructor,Language Instructor,Faculty Member/Instructor,Faculty Member/College Instructor,Business Development Manager,"Sales & Marketing Manager							Lady Fair",Events Organizer and Marketing Executive,Marketing and Promotions,Sales Marketing and Promotions on Tourism enhancements,Lecturer,Sales And Marketing Coordinator,SALES EXECUTIVE,Event Coordinator,Event Organizer/Coordinator,SENIOR ACQUISITION REPRESENTATIVE,Marketing Manager,,,
7872,Group Corporate Communications,Group Corporate Governance and Controls,Social Advocacy Council (Board Director),University Ambassador,Conduct Board (Board Member),Human Resource Management Internship,Business Transformation Consultant,,,,,,,,,,,,,
7873,Dinner Hostess and Assistant to Director of F&B,Receptionist/ Admin. Assistant,Gallery Manager/Administrator,Front Desk Officer/Admin Assistant,Department Secretary,Replacement Admin Executive,Project based Receptionist & Administrator,Executive Secretary,Executive Secretary,,,,,,,,,,,
7874,Misc.,Graduate Architect,Architectural Designer,"Senior Professional Grade A6, Job Manager",Healthcare Architect (Contract - Fixed Term),Senior Architect,Design Manager,Associate Director,,,,,,,,,,,,
7875,"Production supervisor, Training Administrator,","Assistant Superintendent,",Production Manager,Production Manager / Senior Manager,Senior Manager Manufacturing,"Director, Manufacturing","Director, Contamination Control","Director / Senior Director, Surplus Assets",Managing Director,Director,Business Development Manager,,,,,,,,,
7876,Trader,Associate Director,Public Affairs/Public Relations Manager,Lecturer,Managing Director,Senior Associate Director,Operations Director,Instructor,Business Development & Client Relationship,Director,Executive Director,,,,,,,,,
7877,Team Singapore Intern,Assistant,Marketing and Communications Executive,Social Media Marketing Intern,Assistant Manager,,,,,,,,,,,,,,,
7878,"Vice President, Global Sales & Marketing, Asia Pacific","SVP, Sales, Marketing and Business Development, North America",SVP Public Relations & Global Marketing Partnerships,Head of Marketing,Founder & Managing Director,"Head, Marketing & Communications, Asia","Head, Marketing & Communications, Asia Pacific",Board Member,"Global Head, Marketing Shared Services",-,,,,,,,,,,
7879,Naval Assistant to Chief of Navy,Lead Combat Performance Coach,Founder / Performance Psychologist / Mindfulness Coach,Mental Performance Coach,Mental Conditioning (Graduate attachment),Vice-President (SG Chapter),Associate Sports Scientist,CEO,,,,,,,,,,,,
7880,General Manager,Chief Executive Officer / Managing Director,,,,,,,,,,,,,,,,,,
7881,Exploratory Driller,Commissioning Editor,Exec Producer/Creative Dir.  Concept Lab,Consultant Producer,Broadcast Professional,Specialist Executive Producer,Executive Producer,"Supervising Editor, International Desk",,,,,,,,,,,,
7882,Warehouse Operations Assistant,Assurance - Emerging Private Enterprise,Pilot Trainee (Officer Cadet),Combat Medic Specialist (3rd Sergeant),Medic Trainee (Specialist Cadet),,,,,,,,,,,,,,,
7883,Management Associate (Future Leaders Programme),Product Marketing Senior Executive,Human Resource Management Associate (Future Leaders Programme),Assistant Brand Manager,Brand Manager | SABON,Brand Manager | SABON | YVES ROCHER,,,,,,,,,,,,,,
7884,Chairman,Board Director,Co-Founder,Business Mentor,Managing Partner,Business Mentor,Business Mentor,Business Mentor,Board Observer,Board Director,Chairman Of The Board,,,,,,,,,
7885,Customer Service Associate,Customer Service Associate,Internship,Graduate Management Trainee,Senior Marketing Executive,Marketing Communications Executive,,,,,,,,,,,,,,
7886,Audit and Tax Associate Trainee,Semi-Senior Associate,"Senior Associate, Financial Services",IPO Audit Manager,CFO,CFO,Finance Director,Independent Director,CFO,,,,,,,,,,,
7887,Audit Assistant,Audit Associate,Assurance Supervisor,,,,,,,,,,,,,,,,,
7888,Chairman,Chairman of the Board of Directors,,,,,,,,,,,,,,,,,,
7889,Sales Assistant,Product Manager,Senior Corporate Legal Secretary,Investment Operations Analyst,Intern,Supply Chain Analyst,Senior Supply Chain Analyst,Logistics Supervisor,,,,,,,,,,,,
7891,Audit Assistant,Audit Assistant,Audit Senior,Assistant Audit Manager,Finance Manager,CFO,,,,,,,,,,,,,,
7892,DIRECTOR ,Health Safety Environment,,,,,,,,,,,,,,,,,,
7894,Audit Senior,Credit & Marketing Officer,Financial Analyst,"Corporate Development, Manager",Assistant to Group CEO,Deputy GM - Trading Division,Financial Manager,Financial Controller,Chief Financial Officer,Chief Financial Officer,Chief Financial Officer,Financial Controller,,,,,,,,
7962,Financial Consultant,"Relationship Manager, Treasury",Banknotes Trader,Sales Manager,"Banknotes Trader, Vice President","Treasury Sales, Vice President",,,,,,,,,,,,,,
7963,Partner,Independent Non-Executive Director,Independent Non-Executive Director,Non-Executive Director,Non-Executive Director,Independent Non-Executive Director,Chief Executive Officer,,,,,,,,,,,,,
7964,Sales Coordinator,Student Internship Programme,Management Support Officer,Public Relations Executive,Regional Marketing Operations Executive,Corporate Communications Executive,Marketing Manager,,,,,,,,,,,,,
7965,Audit superviser,Senior Finance Manager,Group Financial Controller,,,,,,,,,,,,,,,,,
7969,Investment Assistant,Fund Accountant,Senior Analyst,AVP,IR Director,Director,Head of Investor Relations and Corporate Communications,Head of Corporate Finance and Investor Relations,,,,,,,,,,,,
7970,Audit Assistant,Senior Office (Audit/Finance),Assistant Manager (SAP/Finance),General Manager (Finance),Financial Controller,CFO,CFO,CFO,,,,,,,,,,,,
7971,Vice President & Representative,Managing Director,Managing Director,Managing Director,,,,,,,,,,,,,,,,
7972,"General Manager, Corporate IR/PR Department",Senior IR Manager,Chief Representative & Head of Investor Relations,Chief Communications Officer and Spokesperson,Executive Director & President,"Executive Director and Senior Vice President, Investment",Founder and Chairman,,,,,,,,,,,,,
7973,Internal Audit Manager,"Sales Manager, Export",Senior Investment Consultant,China JV General Manager and Chief Representative,Manager International Business Development,Officer Bilateral &Government Affairs,Chief Strategic Alliance,Strategic Alliances,,,,,,,,,,,,
7974,"Marketing Executive, Exhibiton & Publications Dept.",Sales Manager,"Business Manager, Sales Operation","Sales Manager, Advertising & Interactive Services",Senior Business Development Manager,Senior Business Development Manager,Founding Member,"Senior Manager, Publisher Engagement - Acqua Media (AdAsia Group), HongKong",,,,,,,,,,,,
7975,Sales Manager,Regional Client Development,Business & Financial Services,,,,,,,,,,,,,,,,,
7976,Web and Mobile Designer,Graphic Designer (Part time),Senior Web Designer,Web Designer (Part time),Project Manager,Wedding Planner,Senior Web Designer and Web Support,Web Designer / Web Support,Project Manager,Country Manager,Technical Project Manager,Senior Product Designer / IT Specialist,,,,,,,,
7977,Guest Service Team Member,Flight Attendant,Guest Services Lead,Personal Assistant To Chief Executive Officer,,,,,,,,,,,,,,,,
7978,Analyst,Associate,Principal and Owner,Strategy Consultant,Vp of Strategic Growth,Director,Director,Director of Commercial Development,Managing Director,Managing Director,CEO,,,,,,,,,
7979,Blogger,Senior Account Transcreation Manager,Freelance Account Manager,Account Manager,Freelance Project/Account Manager,Senior Project Manager,,,,,,,,,,,,,,
7980,Sales and Marketing,Brand Strategy Consultant,Founder and Principal consultant,Founder and Brand director,Founder/ Publisher,Consultant,,,,,,,,,,,,,,
7981,DPD - Planning,ABS 1,Partner,Introducer,,,,,,,,,,,,,,,,
7982,Partner and associate,Principal,Of Counsel,Distinguished ADR Practitioner in Residence,Principal,Board Member and Executive Committee,Chair,Formerly President ,,,,,,,,,,,,
7983,Loss Adjuster,Risk Survey Manager,Regional Loss Control Manager,Director,,,,,,,,,,,,,,,,
7984,Accountant Assistant ► Financial Reporting,VERSACE Commercial Assistant,Finance Assistant,Tax Consultant ,,,,,,,,,,,,,,,,
7985,Accounts Executive,Business Development Manager,Client Account Manager,Business Development Manager,Channel Marketing Manager,Digital Marketing,Regional Senior Executive,In-Destination Travel Specialist,,,,,,,,,,,,
7986,Designer and Custom Coder,"Owner, Web Designer & Coder",APAC Lead Web Designer,"Online Producer, APAC Digital Marketing",Senior Online Producer,"Manager, Web Experience",,,,,,,,,,,,,,
7987,Resort Manager,Resort Manager,General Manager,General Manager,General Manager,"Commercial Director (incl South East Asia, Greater China, Japan and South Korea)",,,,,,,,,,,,,,
7988,Secretary,National Service Trainee,Co-Owner,Waitress,Waitress,Cashier,English Teacher,Laboratory Assistant,English Tutor,Intern,,,,,,,,,,
7989,Attorney at Law,Intern,Member of Bar Council of England and Wales Training Scheme,Attorney at Law,International Business and Law  Consultant,Principal Owner,,,,,,,,,,,,,,
7990,Executive -IT Systems,.,,,,,,,,,,,,,,,,,,
7991,B2B Sales Executive/Account Manager,Senior Credit Controller,Marketing Executive,"P.A. - City Mayor’s Office, Town Hall",Account Manager,Account Manager,Senior Sales Executive,Sales Manager,,,,,,,,,,,,
7992,Product Manager,Product Manager,Group Product Manager Leather goods,Marketing Manager Leather goods Division,,,,,,,,,,,,,,,,
7993,Head/Credit Management Division处长/信用管理处Deputy Head/Credit Appraisal Division 副处长/信用审查处,Director/Global Markets 董事/环球金融市场,Managing Director/Deputy CEO  董事总经理/副行长,Managing Director/EVP of Pacific Group 太平洋集团执行副总裁,Head of China Sales 董事/中国销售主管,Director of China Marketing 中国业务发展总监,Managing Partner/CEO 总裁,External Supervisor & Chairman of Nomination Committee at Bank of Dalian 外部监事/提名委员会主任,"User Committee Member，OTC Clear, HKEX 香港交易所场外结算公司顾问",,,,,,,,,,,
7994,Managing Director,Managing Director,,,,,,,,,,,,,,,,,,
7995,Senior Brand Manager,Trade Marketing Manager,Area Marketing Director (Oral-B),General Manager - Sales and Marketing,Marketing Director  - China Vision Care,Vice President and Managing Director - China Vision Care,General Manager - China,General Manager - China,Senior Consultant - Beijing,Principal Assessor,,,,,,,,,,
7996,Zoo Keeper,Data Entry Clerk,Member,Sales,W2W Admin ,,,,,,,,,,,,,,,
7997,"Senior VP, Structured Products","Head, Credit Trading",Strategist,"Executive Director, Credit and Macro",Senior Portfolio Strategist / Fund CIO,,,,,,,,,,,,,,,
7998,Banquet Manager,Food and Beverage Manager,"Manager, Social Affairs",Director of Food & Beverage at Cathay Pacific Lounges,Food and Beverage Manager,Director of Food and Beverage,,,,,,,,,,,,,,
7999,Clinical Laboratory Technician 1,Clinical Technologist/Medical Laboratory Scientist,Recruitment Consultant,Senior Recruitment Consultant,Managing Consultant,,,,,,,,,,,,,,,
8000,Analyst Trainee,Event Management Trainee,Business Development Manager,Management Trainee,Co-founder,"Restaurant Operations Manager, UberEATS",Operation Manager,Assistant Operation Manager - Grocery,,,,,,,,,,,,
8001,Student Ambassador,Co-founder of Happiness Project At HKUST,Finance and Accounting Intern,Sales And Marketing Summer Intern,Summer Undergraduate Research Assistant On User Interface (UI) Of Mobile App,Equity Research Analyst intern,Associate consultant ,,,,,,,,,,,,,
8004,Assistant Vice President / Relationship Manager for Corporate Banking ,Auditor and Tax Professional,Corportate Reporting ,Property Development and Investment,Hospitality,,,,,,,,,,,,,,,
8007,Senior Internal Auditor,Assistant Manager Internal Audit,Assistant Manager Finance,,,,,,,,,,,,,,,,,
8010,Coordinator,Maintenance Supervisor,Senior Executive,,,,,,,,,,,,,,,,,
8011,Group Accountant,Finance Manager,Financial Controller,Head Of Internal Audit,,,,,,,,,,,,,,,,
8012,Senior Programmer,Software Developer,Senior Programmer,Application Developer,,,,,,,,,,,,,,,,
8013,Financial Consultant,Aftersales Support,,,,,,,,,,,,,,,,,,
8014,Senior Associate,Partner,Senior Legal Counsel,,,,,,,,,,,,,,,,,
8015,Network & System Engineer,System & Network Engineer,System Consultant,Senior System Engineer (System Integrator / Presales),IT Specialist (Manager),Associate Director,,,,,,,,,,,,,,
8017,HR Officer,HR Executive,HR Officer,,,,,,,,,,,,,,,,,
8018,Trainee Solicitor (Relevant Legal Training),Associate,Trainee Solicitor (Practice Training Contract),,,,,,,,,,,,,,,,,
8019,marketing executive,Senior Marketing Director,,,,,,,,,,,,,,,,,,
8020,Legal and Compliance Intern,Trainee Solicitor,Associate,Senior Associate,,,,,,,,,,,,,,,,
8021,Trainee Solicitor,Associate,Senior Associate,,,,,,,,,,,,,,,,,
8022,Associate,Associate,Senior Associate,,,,,,,,,,,,,,,,,
8023,Remisier,IT Administrator,Operations Manager,,,,,,,,,,,,,,,,,
8026,Associate - Projects,Finance,COO,COO,VP Finance Projects,Head of Operation and Compliance Manager,Chief Operating Officer,,,,,,,,,,,,,
8027,Sales Executive,Sales Associate,Account Manager,Channel Account Manager,Channel Sales Account Manager,,,,,,,,,,,,,,,
8028,Associate (Corporate Governance / M&A),Practice Trainee (Corporate / M&A),Senior Legal Counsel,,,,,,,,,,,,,,,,,
8030,Legal Officer,Company Secretary,,,,,,,,,,,,,,,,,,
8031,Legal Associate,Practice Trainee,CLAS Fellow,Senior Journalist,,,,,,,,,,,,,,,,
8032,Associate,Trainee Solicitor,Legal Counsel,,,,,,,,,,,,,,,,,
8034,Legal Intern,Legal Intern,Legal Intern,Trainee Solicitor,Associate,Associate,Associate,,,,,,,,,,,,,
8035,Associate,Legal Assistant,,,,,,,,,,,,,,,,,,
8036,Quality Engineer,Product Engineer,Senior Product Engineer,Principal Engineer,Category Site Supplier Manager,Global NPI Senior Specialist,Product Manager,,,,,,,,,,,,,
8037,Director of Human Resources,"Director of Organisational Learning & Culture, Asia Pacific",Vice President - Human Resources,"Senior Vice President, Human Resources",Chief People Officer,Group Human Resources Director,Global Vice President Human Resources,Chief Human Resources Officer,Global Senior Vice President Human Resources,,,,,,,,,,,
8040,Wine Broker,Corporate Marketing Executive,"Executive, Asset Management (Leasing) ",,,,,,,,,,,,,,,,,
8046,Project Manager / Quantity Surveyor,Deputy General Manager (Yishun Town Council),Contracts Manager,"Dy Director, Head (Technical Services)",Director (Operations),General Manager,Operations Manager,,,,,,,,,,,,,
8047,"Senior Executive, Investment Services","Business Analyst, Corporate Strategy & Planning","Manager, Business Development & Investment",,,,,,,,,,,,,,,,,
8052,Administrative Assistant,Inventory Planning Coordinator,Sales Coordinator,Customer Service Associate,Senior Administrative Assistant,,,,,,,,,,,,,,,
8053,Accounts Administrator,Intern - Sales and Finance,NOC Intern,Analyst,Co Founder,Consultant,Manager,Strategy Consulting Lead,"Innovation Manager, UL Ventures",Head Of Innovation,,,,,,,,,,
8055,Senior Executive,Assistant Manager,,,,,,,,,,,,,,,,,,
8057,Senior Administrator,Procurement Professional - Administrative Role,Procurement Professional - Buyer Role,"Senior Executive, Administration (Procurement & Asset Management)",,,,,,,,,,,,,,,,
8058,Head Of Public Affairs,Senior Corporate Communications Officer,Group PR & Marketing Manager,"Senior Manager (Programme Marketing), Industry Development",Marketing Consultant,Marketing Head,"Senior Manager (Sports & Social Cluster), Government Chief Information Office","Senior Manager (SME Division), Industry Development",Deputy Director (Communications & Community Partnerships) ,Assistant Vice President,,,,,,,,,,
8060,Assistant Leasing Manager / Deputy Centre Manager,"Assistant Manager, Leasing ","Manager, Asset Management (Retail)",,,,,,,,,,,,,,,,,
8061,"Head, Real Estate","Head, Global Asset Management","Head, Asset Management",SVP Strategic Projects,"CEO, Commercial",,,,,,,,,,,,,,,
8063,Asst VP,manager,,,,,,,,,,,,,,,,,,
8065,Secretary,Administrative Executive,,,,,,,,,,,,,,,,,,
8066,SAP HCM Consultant,"Assistant Manager, Information Systems",,,,,,,,,,,,,,,,,,
8068,Office Manager,Executive Assistant,Marketing Coordinator,Marketing Executive,,,,,,,,,,,,,,,,
8069,Media Executive,Senior Media Executive,Media Planner,Assistant Marcom Manager (Residential),Assistant Sales Manager,Assistant Marcom Manager (Residential),,,,,,,,,,,,,,
8070,Area Managing Director Singapore,Managing Director,Executive Vice President - Hotel Assets Management,Executive Vice President Hotel assets Management,,,,,,,,,,,,,,,,
8072,HR Administrative,Intern,Executive,Environmental Engineer,"Assistant Manager, EHS",,,,,,,,,,,,,,,
8074,Marketing Assistant Intern,Marketing Assistant,Assistant Manager,Senior Marketing Executive,,,,,,,,,,,,,,,,
8075,Rooms Division & Training,Director of Rooms,Hotel Manager,Director of Residences,"Associate Director, Talent Management","Assistant Vice President, Customer Service",,,,,,,,,,,,,,
8076,Wealth Management Intern,Real Estate Analyst,Analyst,Associate,Investment Analyst,,,,,,,,,,,,,,,
8079,Secretary,Administrative Officer,Lease Admin Senior Executive,Officer,,,,,,,,,,,,,,,,
8080,Senior Engineering Executive,Engineer,Property Executive,Property Executive,Facility Senior Executive,Manager,,,,,,,,,,,,,,
8081,Autocue Scroller,Assistant Manager,Enterprise Risk Management,Assistant Manager,,,,,,,,,,,,,,,,
8082,Public Relations Intern,Public Relations Coordinator,Assistant Manager - Brand Communications & Travel Marketing,Senior Executive,"Senior Executive, Corporate Communications","Assistant Manager, Corporate Communications",,,,,,,,,,,,,,
8084,Packer/picker,Server,Student ,Internship,,,,,,,,,,,,,,,,
8085,Assistant Manager,Lead Auditor,Internal Audit Manager,,,,,,,,,,,,,,,,,
8086,Project Engineer,"Assistant Manager, Projects & Developments",Complex Manager,,,,,,,,,,,,,,,,,
8087,Guest Relations Officer,Catering Coordinator,Leading Stewardess,Customer Service Officer,Customer Experience Manager,,,,,,,,,,,,,,,
8088,Head Of Customer Service,"Vice President & Head, Customer Service","President, City Sunshine Club",,,,,,,,,,,,,,,,,
8089,Business Development Manager (Project Lead),"Senior Property Officer, PFM","Assistant Manager, PFM","Manager, Property Management",,,,,,,,,,,,,,,,
8090,Audit Associate,Assistant Manager,Assistant Manager,,,,,,,,,,,,,,,,,
8093,Communications,"Assistant Manager, Corporate Communications","Manager, Corporate Communications","Senior Manager, Corporate Communications",,,,,,,,,,,,,,,,
8094,Associate,Vice President,Vice President,"Deputy CEO, CDL China","Head, Strategic Investments",,,,,,,,,,,,,,,
8096,Asst Vice President,Asset Manger,Manager,,,,,,,,,,,,,,,,,
8099,Marketing Support and Operations Officer,Assistant Manager,"Assistant Manager, Audit Asia Pacific","Assistant Manager, Regional Operating Division ICTP Office",Worldwide Internal Auditor,COBAM Analyst,"Manager, Internal Audit",,,,,,,,,,,,,
8102,Credit and Property Assistant （Intern）,Leasing Executive,Senior Executive,,,,,,,,,,,,,,,,,
8103,12 weeks Industrial Attachment,Project Officer,Research Associate,Environmental Engineer,Senior Environmental Engineer,Safety Health and Environment Advisor,Freelance Environmental Consultant,Assistant Manager for Sustainability,,,,,,,,,,,,
8104,Reporter at The Straits Times,Journalist at TODAY,Manager (Food Services),"Assistant Manager, Corporate Communications",,,,,,,,,,,,,,,,
8105,Confidential Secretary,Senior Secretary,,,,,,,,,,,,,,,,,,
8106,Associate Manager,Leasing Executive,Leasing Officer,Leasing Manager,Assistant Manager,,,,,,,,,,,,,,,
8107,Audit Officer,Manager,Manager,Senior Secretary,,,,,,,,,,,,,,,,
8108,Intern,"Assistant, Human Resources",L&D Consultant,Human Capital Consultant,"Assistant Manager, Regional HR",Consultant,"Manager, Strategic Planning (Organisation Development)","Senior Manager, Organisation Development & Change Management",,,,,,,,,,,,
8109,Asst Leasing Manager,Leasing Manager,,,,,,,,,,,,,,,,,,
8111,Quantity Surveyor,Property Officer,"Manager, Customer Service",,,,,,,,,,,,,,,,,
8112,Accounts Assistant,Assistant Accountant,"Finance, Accounting & Admin Assistant","Regional Manager, Audit Asia Pacific","Regional Manager, Audit Asia Pacific","Regional Manager, Finance & Controlling Asia Pacific","Regional Manager, Finance & Controlling Asia Pacific","Senior Vice President, Head of Internal Audit","Senior Vice President - Head, Internal Audit",,,,,,,,,,,
8113,Service Administrator,"Senior Officer Administrator, Facility Management",Administrative Officer,,,,,,,,,,,,,,,,,
8114,Leasing Manager,Leasing Manager,,,,,,,,,,,,,,,,,,
8115,Service Coordinator (Recruitment Sales),Social Events Executive (Marketing & Events),"Senior Executive, Marketing Communications (CapitaMalls Asia Limited)","Assistant Manager, Marketing Communications","Manager, Marcom & Community Management",,,,,,,,,,,,,,,
8117,Audit Associate,Internal Audit Executive,Senior Business Development Manager - Commercial Property Loans,SME Account Manager,Sabbatical,"Assistant Manager, Sustainability",Sustainability Advisor,Research Intern,,,,,,,,,,,,
8118,Senior Manager,senior manager,Chief Financial Officer,,,,,,,,,,,,,,,,,
8119,Manufacturing Assistant,Customer Service Officer,Accounts cum Admin Assistant,Senior Operations Admin Executive,"Senior Executive, Admin (Former Role: Operations Executive)",,,,,,,,,,,,,,,
8122,Housekeeping Manager,Housekeeping Manager,,,,,,,,,,,,,,,,,,
8123,"Executive Secretary, Property Development Division",Secretary,,,,,,,,,,,,,,,,,,
8124,Mechanical Engineer,Complex Manager,Senior Property Officer,,,,,,,,,,,,,,,,,
8128,Assistant Manager Audit,FP&A Finance Analyst,Assistant Manager Internal Audit,Internal Audit  | Ops Review,,,,,,,,,,,,,,,,
8129,"Engineer, Civil & Structural Engineering","Deputy Manager, Project Management","Manager, Project Management ","Senior Manager, Asset Planning & Development ","Assistant Vice President, Asset Management",,,,,,,,,,,,,,,
8131,Court Secretary,Litigation Secretary,Confidential Secretary,"Senior Administration Officer, Risk Management",Senior Executive Secretary to Chief Technology Officer,,,,,,,,,,,,,,,
8132,Information Security Analyst,Site Security Manager,"Regional Information Security Management Lead, APAC","Regional Information Security Officer, ASPAC","National IT Security Officer, ASPAC RDC",Senior Manager IT Risk and Security,,,,,,,,,,,,,,
8134,Infrastructure Planning Executive ,Assistant Director,Senior Manager,,,,,,,,,,,,,,,,,
8135,Legal Intern,Paralegal,Legal Intern,Legal Intern,Legal Intern,Legal Intern,Trainee Solicitor ,,,,,,,,,,,,,
8136,Senior Associate,Senior Foreign Associate,"Founder, Director",Legal Consultant,,,,,,,,,,,,,,,,
8137,Retail & Admin Executive,Merchandising Assistant,Legal Secretary,Keyboard Coach (Part-Time),,,,,,,,,,,,,,,,
8138,Attachee,Intern,Intern,Intern,Intern,Trainee,,,,,,,,,,,,,,
8139,Associate,Practice Trainee,"Legal Counsel, Asia",,,,,,,,,,,,,,,,,
8140,Intern,Intern,Intern,Intern,Trainee Advocate & Solicitor,Associate,Senior Associate,Senior Associate,,,,,,,,,,,,
8141,Midshipman - Republic of Singapore Navy,Navy Combat Diver,Navy Combat Diving Officer,Naval Combat Diving Instructor,Full Stack Developer,Software Engineer,Head Engineer | Chief of Staff,,,,,,,,,,,,,
8145,Product Executive,Product Executive,Product Manager,,,,,,,,,,,,,,,,,
8147,Legal Intern (Corporate Mergers & Acquisitions),Corporate Paralegal,Practice Trainee,Associate,Senior Associate,"Associate (Admitted in Singapore, not admitted in Australia)",,,,,,,,,,,,,,
8148,Legal Associate,Practice Trainee,Associate,Senior Associate,,,,,,,,,,,,,,,,
8149,Online Marketing Assistant (internship),Journalist (internship),Freelance journalist for Trends Tendances,Digital Project Manager / Community Manager,Head of Projects & Marketing,Digital Marketing Manager,Contributor,,,,,,,,,,,,,
8150,Compliance Intern,Compliance Intern,Trainee Solicitor,Legal Intern,Research Analyst Intern,Legal Associate,,,,,,,,,,,,,,
8151,Membership Assistant,Project Assistant (Intern): Adult Learning,,,,,,,,,,,,,,,,,,
8152,Practice Trainee,Associate,Senior Associate,,,,,,,,,,,,,,,,,
8153,Intern,Intern - Banking & Finance Division,Intern - Corporate Mergers & Acquisitions Division,Legal Trainee - Capital Markets / Mergers & Acquisitions,China-Focused Policy Analyst,Junior Legal Advisor - APAC,Legal Manager,,,,,,,,,,,,,
